-7	0.00666666666666667	3.1809631671084E-54	0.0000444444444444444
-6	0	3.96614842508495E-40	1.57303333298039E-79
-5	0.00666666666666667	3.47153568422694E-28	0.0000444444444444444
-4	0	2.13312670804948E-18	4.550229552594E-36
-3	0.00666666666666667	9.20140235125611E-11	0.0000444444432175908
-2	0.00666666666666667	0.0000278633761835937	0.0000440737091297289
-1	0.0533333333333333	0.0592319190884228	0.0000347933139101449
0	0.88	0.8839347708735	0.0000154824218269442
1	0.0866666666666667	0.0926034102499326	0.0000352449243734497
2		0.0000681045443594234	0.000707483506974237
3	0	3.5161512761677E-10	1.23633197968958E-19
4	0	1.27438708044005E-17	1.62406243079251E-34
5	0	3.24248157581715E-27	1.05136867695137E-53
6	0	5.79156617104718E-39	3.3542238713618E-77
7	0.00666666666666667	7.26201057436299E-53	0.0000444444444444444
