-50	2.65526229443144E-16	-50	0.00134680134680135
-49	9.95351123263347E-16	-40	0.00101010101010101
-48	3.63219869303905E-15	-30	0.00202020202020202
-47	1.29028987444086E-14	-20	0.00572390572390572
-46	4.46199814013015E-14	-10	0.0114864864864865
-45	1.50208975875669E-13	0	0.0593220338983051
-44	4.92251207019558E-13	10	0.00847457627118644
-43	1.57037039320599E-12	20	0.00816326530612245
-42	4.87687711047266E-12	30	0.00102389078498294
-41	1.47436811468503E-11	40	0.00102739726027397
-40	4.33904797905007E-11	50	0.000687285223367698
-39	1.24310375720969E-10		
-38	3.46692710397921E-10		
-37	9.41253156855472E-10		
-36	2.48766895139963E-09		
-35	6.4003412512747E-09		
-34	1.60301681885213E-08		
-33	3.90838584960153E-08		
-32	9.27643679614486E-08		
-31	2.14333152604349E-07		
-30	4.82083112738424E-07		
-29	1.05555019289143E-06		
-28	2.24988471263808E-06		
-27	4.66837833132999E-06		
-26	9.42966423115493E-06		
-25	0.0000185417541091247		
-24	0.0000354919458657638		
-23	0.0000661352817242486		
-22	0.000119966782091711		
-21	0.000211842560045531		
-20	0.0003641579762148		
-19	0.000609383712044572		
-18	0.000992695976272278		
-17	0.0015742223918378		
-16	0.00243019047282932		
-15	0.0036520687691542		
-14	0.00534271470603458		
-13	0.0076086818652037		
-12	0.0105482708281109		
-11	0.0142356572284419		
-10	0.0187024360016828		
-9	0.0239190119981328		
-8	0.0297791776418502		
-7	0.0360916359993757		
-6	0.0425818809375521		
-5	0.0489066052637796		
-4	0.0546807672629298		
-3	0.059514951732566		
-2	0.063058259008903		
-1	0.0650402603116653		
0	0.0653050806201541		
1	0.0638316504053601		
2	0.0607364748074957		
3	0.0562584152033863		
4	0.0507282418601945		
5	0.0445283427652962		
6	0.0380493864179942		
7	0.0316506904073228		
8	0.0256296763754209		
9	0.0202035395138664		
10	0.0155037302954599		
11	0.0115816210980182		
12	0.00842222626694905		
13	0.00596223186660824		
14	0.00410880208531605		
15	0.00275642377990029		
16	0.00180011875966371		
17	0.00114440759710919		
18	0.000708246946730222		
19	0.000426690618337428		
20	0.000250245272465569		
21	0.000142870667480904		
22	0.0000794044185955795		
23	0.0000429606329215838		
24	0.000022626692580001		
25	0.0000116010122666704		
26	5.79022046700028E-06		
27	2.81331731195425E-06		
28	1.33065889568565E-06		
29	6.12687710278095E-07		
30	2.74622426937858E-07		
31	1.19827703760067E-07		
32	5.08982531867944E-08		
33	2.10461626692392E-08		
34	8.47163765995267E-09		
35	3.3196035948936E-09		
36	1.26627923320563E-09		
37	4.70215723461432E-10		
38	1.69976629983164E-10		
39	5.98143911092663E-11		
40	2.04902172057236E-11		
41	6.83300663757417E-12		
42	2.21820422148246E-12		
43	7.00996124192947E-13		
44	2.15652307984107E-13		
45	6.45828206104659E-14		
46	1.88280052688033E-14		
47	5.34337947787617E-15		
48	1.4762235508761E-15		
49	3.97020237997649E-16		
50	1.03943554869906E-16		
